"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/UI/KeyMaterial.KeyMaterial","0","3","0","1","0.000000","0","0"
"/Engine/VREditor/UI/KeyDiskMaterial.KeyDiskMaterial","0","3","0","1","0.000000","0","0"
"/Engine/VREditor/UI/KeyDiskMaterial.KeyDiskMaterial","49","8","0","1","0.000000","0","0"
"/Engine/VREditor/UI/KeyMaterial.KeyMaterial","49","8","0","1","0.000000","0","0"
